Network,R0,Epidemic_size(%),SD,SE,Epidemic_duration,SD,SE
52,1.15,45.7,29.9417768344,1.3390369674,10.366,7.1763531128,0.3209362678
53,1.15,40.3698979592,23.5411122574,1.1890057224,14.5255102041,8.799313647,0.4444324535
54,1.15,49.500739645,26.1573472578,1.2824694624,14.34375,8.1201677568,0.3981239793
55,1.15,29.9149659864,19.8898829473,1.3725323201,18.9238095238,10.353003004,0.7144250809
56,1.15,27.9213036566,15.2137910662,0.8842836439,13.1655405405,7.6438653449,0.4442906486
57,1.15,19.8971193416,9.9277649819,1.4799438243,33.4666666667,14.2573178092,2.1253554532
58,1.15,26.7907801418,16.221883043,1.3661289968,22.8865248227,11.5771186647,0.9749692724
59,1.15,26.3740771124,13.5763304525,1.3186497831,24.3113207547,11.1409182979,1.0821016436
60,1.15,27.5097980103,12.7379217235,1.2314213725,30.7570093458,13.0662160655,1.2631587844
61,1.15,42.3209876543,23.1554918392,1.1506056401,14.8395061728,8.1840808893,0.4066702489
62,1.15,29.5164835165,16.5266103352,1.2250338618,17.6483516484,9.3912206212,0.6961235868
63,1.15,28.3287778212,15.4860122044,1.1033326856,17.6345177665,8.9781701637,0.6396681385
65,1.15,46.77328844,24.3378912481,1.3521050693,13.8765432099,8.3962553618,0.4664586312
66,1.15,26.7364138332,12.3321564132,1.1705164864,28.8558558559,11.6941864719,1.1099630594
67,1.15,37.2708333333,21.9891762358,1.2292323208,14.63125,8.4195619505,0.4706678215
68,1.15,32.0980392157,18.8427495828,1.3192563485,18.7058823529,10.3678313153,0.7258933853
69,1.15,33.9365452409,16.6498668208,1.2241225543,19.5783783784,9.333205328,0.6861909028
2,1.2,46.4583048997,26.67566575,1.2849216062,15.0023201856,8.1677592766,0.3934271207
3,1.2,27.7834525026,14.0316472061,1.4873516291,40.6629213483,18.7640247595,1.9889826465
4,1.2,24.0516735173,11.4367686368,1.4185565624,44.1538461538,18.3363705571,2.2743468554
5,1.2,27.8147939018,14.311415228,1.6309371293,40.8701298701,16.2115484325,1.8474774047
6,1.2,31.5780730897,16.1073302503,1.2281724175,22.1860465116,10.5378736965,0.8035053365
7,1.2,26.2474367738,14.8727475225,1.2896307651,29.3609022556,14.2371632438,1.2345186186
8,1.2,23.881826742,10.7217498205,1.263570334,38.2083333333,15.079361816,1.7771198327
9,1.2,27.5617732558,14.8372327784,1.311438489,23.8828125,10.4587142895,0.9244284746
10,1.2,29.4140625,19.4717452928,1.2169840808,14.71875,8.9525114319,0.5595319645
11,1.2,14.2636684303,4.1015364487,0.632880814,28.7857142857,8.3880178551,1.2942992546
12,1.2,12.1621621622,1.8435479216,0.4345284123,31.1111111111,8.3525703887,1.9687197207
13,1.2,13.4020618557,3.1070689553,0.8969335489,35.6666666667,8.1683671699,2.3580044922
14,1.2,32.4120603015,19.367630193,0.97081158,13.9673366834,7.5212555379,0.3770064742
15,1.2,21.8721736509,10.2583583339,0.9917129319,26.8317757009,10.3918425784,1.0046173409
16,1.2,14.2311267169,2.5772964176,0.5374034524,54.2608695652,16.2031059591,3.378581145
17,1.2,21.1968680089,7.2372747723,1.0446106345,39.7916666667,12.5481710708,1.8111724864
18,1.2,34.6799746515,19.8309696092,1.2228299715,17.102661597,8.354372762,0.5151526934
20,1.2,43.45,29.3295499454,1.3116573485,10.116,7.9162203102,0.3540241348
21,1.2,51.6285714286,29.9148587747,1.3378331552,10.336,7.4118219083,0.3314667525
22,1.2,51.575,30.969047047,1.3849778879,11.17,8.0697645567,0.3608908422
23,1.2,53.4,29.3475638882,1.3124629566,11.61,7.195408258,0.3217884398
24,1.2,39.5777777778,30.1071256075,1.3464315893,10.178,7.9002731598,0.3533109565
26,1.2,30.2348336595,15.6662023632,1.2965441328,22.8287671233,12.0167460717,0.9945129811
27,1.2,36.7102163204,20.7823248895,1.4586332556,19.1822660099,10.2140288336,0.7168842856
28,1.2,31.25,21.4497763486,1.2467429261,15.4932432432,9.904269228,0.5756739556
29,1.2,22.8448275862,12.0364573137,1.1175570057,26.1379310345,10.693130692,0.99283226
30,1.2,56.9666666667,31.1058944039,1.3910978878,10.072,6.9618112586,0.3113416644
31,1.2,39.0666666667,24.4892115325,1.4138852871,14.45,9.5516577968,0.55146522
33,1.2,38.1696428571,20.4807696091,1.3684289803,19.6383928571,10.17123698,0.6795943568
34,1.2,47.1857923497,24.1155781523,1.3808539881,14.8098360656,8.1306887761,0.465561885
35,1.2,38.2666666667,22.514916866,1.2998993313,15.06,9.2996272327,0.5369142286
36,1.2,51.95,33.0710976534,1.4789844489,11.028,8.28222289,0.3703922677
37,1.2,32.2275759822,21.6345777613,1.2837760035,15.0809859155,9.810015241,0.5821173077
38,1.2,33.9220143382,24.526221823,1.4136679241,15.4983388704,10.4724363999,0.6036211991
39,1.2,33.9222614841,23.7320019957,1.4107210881,15.8798586572,10.2374486101,0.608553153
40,1.2,40.5079365079,20.5645687171,1.3709712478,20.16,10.7683156632,0.7178877109
41,1.2,35.1939655172,23.0825002336,1.3554510854,14.6344827586,9.586494662,0.56293835
42,1.2,41.3293650794,25.4784310195,1.4355469587,16.2634920635,10.3894223007,0.5853776308
43,1.2,34.6835443038,21.9955179384,1.4287624242,19.3966244726,11.4211140063,0.7418810769
44,1.2,34.4256868587,23.1475266306,1.2980488371,15.6320754717,10.2638084363,0.5755657966
45,1.2,35.917132216,18.4670288025,1.3802905386,19.4916201117,9.942498767,0.7431372488
46,1.2,32.5423728814,20.1648477776,1.3126197861,17.9788135593,10.2949909796,0.6701468321
49,1.2,68.12,31.9509874652,1.4288915984,14.186,8.4379739274,0.3773576659
50,1.2,47.2048300537,25.3181846394,1.3650650311,15.4593023256,9.1345609727,0.4925025208
51,1.2,49.95,31.5831838167,1.4124429192,10.964,7.9580590598,0.3558952205
52,1.2,49.25,30.7825031471,1.3766353911,11.03,7.683039763,0.3435959837
53,1.2,43.549382716,23.9650407601,1.1908324494,14.8074074074,7.9611677563,0.3955936063
54,1.2,52.6949241235,26.0411544141,1.2400549721,14.9501133787,8.1759148655,0.3893292793
55,1.2,32.7800829876,20.8696722351,1.3443337661,20.7261410788,11.3495800846,0.7310907218
56,1.2,29.3192748798,15.6570715853,0.878004976,13.6635220126,8.2901390341,0.4648879124
57,1.2,21.2813620072,8.3771777958,1.063902644,37.435483871,14.0271866995,1.7814544923
58,1.2,28.679245283,15.7461468801,1.2487506752,24.4025157233,11.8183949452,0.9372596852
59,1.2,26.6656240225,15.112187258,1.2817989936,25.2302158273,12.1911139633,1.0340367904
60,1.2,30.5256869773,15.0676838219,1.4498885518,29.5092592593,11.5530141733,1.1116893072
61,1.2,44.375,23.6151564534,1.1578283036,14.3653846154,7.8597167843,0.3853543198
62,1.2,30.4,17.1791167201,1.2302221006,17.8615384615,9.8904931143,0.7082729231
63,1.2,33.5038814397,17.9056390231,1.2127228989,19.8073394495,10.3120816861,0.6984223004
65,1.2,48.4943181818,25.8093268416,1.4427852318,14.08125,8.2495998956,0.4611666538
66,1.2,25.9367872271,13.6507113027,1.3719481064,29.4646464646,12.6764819478,1.2740343722
67,1.2,36.698014629,22.3637729729,1.2521309004,13.8495297806,9.3354042497,0.5226822926
68,1.2,33.5693779904,18.9359590606,1.3098276769,18.6411483254,9.9082117903,0.6853653406
69,1.2,31.4432989691,16.0040684311,1.1490251501,17.2577319588,8.4313826513,0.6053379963
2,1.25,50.3842077371,27.7415340776,1.3165549442,15.1846846847,8.0894291851,0.3839073196
3,1.25,25.2624282036,11.855453867,1.1738648517,37.2843137255,14.3440753985,1.4202751012
4,1.25,25.9938534748,13.5947776114,1.5492686934,43.4025974026,17.2959418258,1.9710555009
5,1.25,26.8309178744,13.5511887767,1.4284207179,40.9888888889,15.1316404666,1.5950149536
6,1.25,31.5577078289,17.9955263258,1.3526265885,22.2485875706,11.3299418688,0.8516105803
7,1.25,28.4987277354,15.230092916,1.3306593964,30.8702290076,12.2645127907,1.0715554578
8,1.25,25.1684704921,12.6293934519,1.3862560264,38.734939759,15.0589878997,1.652938663
9,1.25,29.5885509839,15.9486408523,1.3987883357,24.1076923077,11.8706141075,1.0411217297
10,1.25,31.484375,20.2750556315,1.267190977,15.88671875,10.2331635435,0.6395727215
11,1.25,14.1737891738,3.7282770166,0.5170189982,28.9038461538,10.0771249246,1.3974457933
12,1.25,13.2239382239,2.7328707906,0.4619394753,32.8,8.3419764702,1.4100513813
13,1.25,14.2019196587,3.2107671359,0.5962244891,35,12.2558923197,2.275862069
14,1.25,33.6419753086,20.5193683846,1.0084719379,15.1376811594,8.7154635429,0.4283416645
15,1.25,22.9306147292,9.4464336509,0.9175187455,26.4622641509,9.9585693906,0.9672617658
16,1.25,13.2810079521,1.9970596179,0.4164157161,49.2173913043,13.9500865565,2.9087941244
17,1.25,22.4763730996,8.0091936605,1.1441705229,42.4081632653,13.8739491124,1.9819927303
18,1.25,35.8888888889,18.8149287325,1.0862804169,17.5,8.4500493095,0.4878638244
20,1.25,42.9,29.9618924636,1.3399365657,10.388,7.8644425104,0.3517085612
21,1.25,52.3142857143,30.0874779025,1.3455529172,10.276,7.766583805,0.3473321868
22,1.25,53.675,31.5028867725,1.4088519262,11.23,7.4919356644,0.3350495486
23,1.25,57.5333333333,28.8253917558,1.2891107089,12.22,7.4696452392,0.3340526905
24,1.25,39.4,29.253856979,1.3082722562,10.128,7.935969758,0.3549073569
26,1.25,30.8826205641,17.5479399677,1.4004780738,21.9936305732,11.9406690459,0.9529691357
27,1.25,36.282513765,20.1318630492,1.3303509565,19.1703056769,10.9001738856,0.7203037652
28,1.25,32.0996441281,21.5965274957,1.2883408181,15.4163701068,9.3310572186,0.5566442056
29,1.25,26.0502283105,14.2640537906,1.1805014912,28.1575342466,13.0822939822,1.0826983536
30,1.25,60.5333333333,30.4803032939,1.3631206028,10.46,6.8900217706,0.3081311409
31,1.25,40.2089864159,23.7239626705,1.3282869029,15.2507836991,9.3824917492,0.5253186864
33,1.25,38.1103612545,20.7630421628,1.3720604463,19.1004366812,10.122112496,0.6688880213
34,1.25,45.781573499,24.3288428315,1.3557934047,14.4409937888,8.3083769151,0.4630077437
35,1.25,38.3279044517,22.8472315467,1.3039603786,14.3648208469,9.0494731549,0.5164807131
36,1.25,56.1,32.8106689965,1.4673377253,11.782,8.3636401166,0.3740333568
37,1.25,33.0050933786,22.4916484062,1.2774397884,15.4161290323,9.7251452191,0.5523511317
38,1.25,36.8421052632,24.544800111,1.4123945339,16.119205298,9.9956461729,0.5751848031
39,1.25,37.1895084245,24.4233193844,1.4030830383,16.603960396,10.3491003814,0.5945402825
40,1.25,40.7792207792,20.376049019,1.3737529446,18.7136363636,9.6098810632,0.6478980491
41,1.25,39.5556478405,23.8209252492,1.3730153055,15.6677740864,9.2482875148,0.5330624304
42,1.25,39.6722560976,26.0643708038,1.439164122,15.6798780488,10.2009365895,0.5632524975
43,1.25,38.0183486239,21.8795626021,1.4818709654,20.1880733945,10.7198026886,0.7260366511
44,1.25,37.398632533,25.2682242589,1.3888672134,15.9214501511,10.1552834319,0.5581848593
45,1.25,35.0694444444,19.9348393292,1.3957179245,19.1176470588,10.6631067445,0.7465668004
46,1.25,34.9356223176,20.1309057482,1.3188194849,19.1545064378,9.4919070494,0.6218355062
49,1.25,75.64,29.3630788576,1.3131568071,14.582,7.392109036,0.330585166
50,1.25,48.0560200669,26.0071668974,1.3557172917,14.964673913,8.7122697027,0.454158453
51,1.25,48.175,31.3266160796,1.4009688612,10.464,7.7977371076,0.3487254049
52,1.25,52.95,31.2357567541,1.3969055086,11.34,7.7547662763,0.3468036909
53,1.25,44.6646341463,25.7272638054,1.2705789951,14.487804878,8.4976953869,0.4196712618
54,1.25,56.0057112261,25.902430813,1.2476761899,15.4013921114,7.8868975849,0.3798984891
55,1.25,32.0590207914,20.5219607067,1.406141578,20.1596244131,11.8647647306,0.8129602838
