Network,R0,Epidemic_size(%),SD,SE,Epidemic_duration,SD,SE
56,1.25,30.2470232806,15.9196170601,0.8750212899,13.8217522659,8.2397026065,0.4528950148
57,1.25,21.396011396,9.1433241559,1.1340897849,34.4,12.9529325459,1.6066135505
58,1.25,28.1677018634,15.7098046787,1.2381060547,23.1242236025,10.0159858338,0.7893702664
59,1.25,26.6304347826,14.4904565985,1.2246671047,24.8071428571,11.7770335997,0.9953410055
60,1.25,31.6515026192,15.0651712886,1.3927755783,31.5555555556,12.4759217288,1.1533993718
61,1.25,46.6516177577,24.5858553479,1.1681092391,14.9390519187,8.3394889171,0.3962210757
62,1.25,36.18,19.523514028,1.3805209162,19.78,10.7829309559,0.76246836
63,1.25,35.841995842,18.9273016086,1.3915628899,19.9459459459,10.5731581258,0.7773540456
65,1.25,49.9131441807,26.8176240586,1.5134060798,14.5477707006,9.1233206184,0.5148587683
66,1.25,28.5123966942,14.5082991947,1.3189362904,29.7851239669,12.3904832926,1.1264075721
67,1.25,41.7237798546,23.6670657706,1.3209667966,15.5451713396,9.3634796325,0.5226184697
68,1.25,33.3873873874,17.9494641799,1.2046891572,19.1756756757,10.056629889,0.6749568045
69,1.25,33.2574550421,18.5038450708,1.3388912394,18.6439790576,10.3508581671,0.7489618113
2,1.3,53.0718954248,28.1067030658,1.324962689,15.6488888889,8.0327834451,0.3786690431
3,1.3,27.7988215488,13.9278449439,1.421504722,36.65625,14.3772303523,1.4673699282
4,1.3,27.7238029146,12.1749391555,1.2978528748,42.9318181818,14.7754368145,1.5750668567
5,1.3,27.7798334875,14.8593356362,1.532623448,39.829787234,17.4719460838,1.8020936404
6,1.3,34.9010989011,18.9840924304,1.359479096,24.0974358974,12.1564900294,0.8705443326
7,1.3,32.2983354673,17.3709215122,1.4577353509,31.985915493,13.8548745251,1.1626752423
8,1.3,27.1733187534,14.4876568874,1.5023000362,40.6666666667,15.1610234095,1.5721248918
9,1.3,30.1376364499,16.307019537,1.3449803028,25.3537414966,12.8887456687,1.0630458259
10,1.3,30.0566037736,19.8412711613,1.2188395986,14.9962264151,9.2827688262,0.5702359561
11,1.3,14.4408831909,5.2291948946,0.7251588585,27.8653846154,8.8904201816,1.2328794548
12,1.3,14.7914218566,4.8051487794,0.7084805357,35.1739130435,13.7750630833,2.0310222472
13,1.3,14.6907216495,3.486533314,0.7796125496,36.6,13.9010790948,3.1083757817
14,1.3,31.8134171908,19.2228011399,0.9335417491,13.5424528302,7.9234598898,0.3847972286
15,1.3,23.9068100358,10.8203367823,0.9312663146,25.362962963,8.9439467694,0.7697723753
16,1.3,14.7474956109,3.1008973193,0.6465817876,48.4347826087,12.5276254281,2.6121904757
17,1.3,21.4119772845,9.1543340438,1.2694777226,38.5192307692,14.9608339759,2.0746943855
18,1.3,38.5978835979,20.2567434919,1.1413381966,17.4793650794,8.2127689728,0.4627371094
20,1.3,46.05,30.4655132896,1.3624591737,10.272,7.5218359461,0.3363867298
21,1.3,56.6285714286,31.255053469,1.3977684839,10.348,6.8488609272,0.306290372
22,1.3,59,31.9511345651,1.4288981769,12.002,7.7985893596,0.3487635187
23,1.3,61.0888888889,28.4105614165,1.2705589321,12.5,7.0669654025,0.3160443007
24,1.3,42.8666666667,31.090937904,1.3904290128,10.442,8.467740903,0.3786888855
26,1.3,31.5469146238,16.5532737279,1.2733287483,22.4201183432,10.4204997091,0.8015769007
27,1.3,37.6811594203,20.8010146296,1.4153297771,18.3425925926,9.7896033637,0.6660981396
28,1.3,34.34375,23.7639556038,1.3284455036,15.809375,9.7764659826,0.5465210629
29,1.3,27.630952381,13.6641517099,1.1548315955,28.7928571429,12.7388586776,1.0766300612
30,1.3,61.9,31.7639033426,1.4205249421,10.374,7.1934778793,0.3217021107
31,1.3,40.3803803804,25.1307317004,1.3771556139,14.6486486486,9.5496005438,0.5233148862
33,1.3,39.8305084746,21.8046790371,1.4193637091,19.8474576271,10.5220729403,0.6849286087
34,1.3,46.6120218579,25.0572517728,1.4347740628,14.393442623,8.5707827914,0.490761595
35,1.3,42.9653679654,24.8634414314,1.4167260591,15.7012987013,9.2726590634,0.5283587861
36,1.3,57.775,33.3801868629,1.4928073385,12.064,8.6863055438,0.3884633934
37,1.3,34.7437220502,23.6437744431,1.3516246215,15.4640522876,9.65856736,0.5521435456
38,1.3,40.7272123526,26.0760592105,1.4645773972,17.5993690852,11.7231631741,0.6584384423
39,1.3,38.860187278,25.766087187,1.4270515841,16.782208589,10.5201438107,0.5826568769
40,1.3,42.3548322283,21.5823138108,1.4019219319,19.2784810127,9.8412762571,0.6392595874
41,1.3,41.0978618421,25.9736883635,1.4896931943,15.7532894737,10.3416150739,0.5931323029
42,1.3,41.3076923077,25.6159043606,1.4209147175,15.6,9.8527622054,0.5465329129
43,1.3,36.9830508475,20.9595991725,1.3643536954,20.0211864407,11.0282560947,0.7178783255
44,1.3,39.0183670319,25.127836934,1.3607486608,16.3020527859,10.2146879129,0.5531563634
45,1.3,36.8803418803,19.384876353,1.3881798288,19.841025641,9.6625292105,0.6919480888
46,1.3,36.3965517241,21.8375188492,1.4337033513,19.8577586207,11.6126985404,0.7624110106
49,1.3,75.68,28.6170858055,1.2797949836,13.964,6.7819395456,0.3032975569
50,1.3,49.3174431203,26.6780521178,1.4159239902,15.0366197183,9.453298693,0.5017289998
51,1.3,52.25,32.3641391049,1.4473683014,10.928,7.8660546655,0.3517806589
52,1.3,54.475,31.4787527548,1.4077726201,11.404,7.7674181038,0.3473694978
53,1.3,49.5,26.639753576,1.2922178569,15.6423529412,8.4766305247,0.4111769765
54,1.3,57.939308398,28.0912765264,1.3453281521,15.6513761468,8.3790653798,0.4012844533
55,1.3,34.1101694915,21.0293597453,1.3688947219,21.0805084746,11.3117365065,0.7363313285
56,1.3,33.1402714932,16.8015478086,0.9319821866,14.4184615385,8.1132539675,0.4500423568
57,1.3,22.3806042885,8.8714957323,1.017630352,34.8815789474,12.0546639863,1.3827647925
58,1.3,32.2067039106,17.8178794071,1.3317708347,23.5474860335,11.979579079,0.89539578
59,1.3,31.9477085781,15.8800224383,1.3053298036,27.2297297297,12.088689484,0.9936841545
60,1.3,30.9677419355,16.2252803286,1.3964497889,31.237037037,13.8826870104,1.1948314576
61,1.3,47.8321678322,25.1221065899,1.2129067357,14.6806526807,8.1565751956,0.3938031613
62,1.3,36.4867724868,19.4445646615,1.414383959,19.8835978836,10.7947270965,0.7852008576
63,1.3,36.4232541652,19.2609746824,1.3075201591,19.6820276498,9.480773634,0.6435968509
65,1.3,50.7767548907,26.2798410279,1.4783565589,14.4398734177,7.8964536173,0.4442102213
66,1.3,32.6686217009,15.8322196504,1.5095429141,30.5545454545,11.7268816002,1.1181142894
67,1.3,43.3136094675,24.6967060582,1.3433237174,15.3579881657,9.3892931961,0.5107102223
68,1.3,36.0192307692,19.5192118227,1.3534138285,19.3365384615,10.5005591215,0.7280827756
69,1.3,37.3913043478,18.6756851494,1.354876603,19.4842105263,10.6305054174,0.7712179207
2,1.35,57.9979360165,29.4903716639,1.3810131839,16.1513157895,8.0506291585,0.3770052522
3,1.35,31.1023276241,15.453007207,1.4410003522,40.1304347826,15.4714445177,1.4427196403
4,1.35,28.2082673196,12.9895400354,1.2616556595,43.0754716981,14.8538147779,1.4427300296
5,1.35,27.5652173913,14.0696247482,1.2339877214,40.2769230769,14.5781793654,1.2785909119
6,1.35,38.1794019934,20.2027711714,1.377817558,25.7906976744,12.0297270157,0.820420573
7,1.35,34.7530422334,19.2197084853,1.7054733433,34.5984251969,16.7366163913,1.48513455
8,1.35,30.9757642959,16.2608678328,1.5719974277,42.8411214953,16.6240168188,1.6071043653
9,1.35,31.3298395021,17.1110536845,1.4359277273,24.2535211268,11.1793551048,0.9381506402
10,1.35,34.4727272727,20.4093156497,1.2307280407,16.0363636364,9.1876669041,0.5540371604
11,1.35,14.527027027,3.7931078546,0.4409398316,27.4594594595,7.5787562076,0.8810125137
12,1.35,13.6327503975,3.3709666508,0.4720297465,31.4901960784,7.8674622787,1.1016650741
13,1.35,12.5811378389,2.7321181856,0.52579639,30.3703703704,8.6630255093,1.6672000366
14,1.35,35.5423280423,20.4889483177,0.9997583079,14.0261904762,7.7260708773,0.3769936566
15,1.35,27.9569892473,13.3898674279,1.1524163012,29.3925925926,11.8765853032,1.0221737131
16,1.35,15.1482645008,3.2572396032,0.5850175027,54.6774193548,14.3153134717,2.5711061997
17,1.35,25.0387196696,8.8534838575,1.2277573083,46.7884615385,15.7789252564,2.188143234
18,1.35,39.796479648,20.9429967098,1.2031437247,17.7788778878,8.5569697951,0.4915850704
20,1.35,46.975,31.5025693397,1.4088377302,10.504,7.8290474516,0.350125646
21,1.35,57.3142857143,31.6738996394,1.4164998541,10.614,7.0308608292,0.3144296551
22,1.35,59.35,32.308319362,1.4448719666,11.706,7.8985798724,0.3532352304
23,1.35,62.5111111111,29.3007478942,1.3103692817,12.25,7.2351572201,0.3235660674
24,1.35,41.4888888889,30.4274973107,1.3607590474,10.156,8.2684741035,0.3697774033
26,1.35,33.1039640987,18.2165912657,1.3181062835,22.1413612565,10.6070171494,0.7674968247
27,1.35,39.2878221523,22.1420663075,1.4894365608,19.7285067873,10.0774625135,0.6778834865
28,1.35,34.8122866894,23.5765166156,1.3773548073,16.3208191126,10.3412496197,0.6041422535
29,1.35,26.3961038961,14.8130129544,1.1936666005,26.6883116883,11.8953878875,0.9585576726
30,1.35,65,30.5595956925,1.3666666667,10.832,6.7278359076,0.3008779686
31,1.35,43.754789272,25.6501892559,1.3749944711,15.6408045977,9.4559019724,0.5068895516
33,1.35,40.9673659674,22.3807331997,1.4630742989,19.0341880342,9.7611926761,0.6381091273
34,1.35,49.9757751938,25.3169392023,1.3649978816,14.511627907,8.5313978053,0.4599821423
35,1.35,42.6503567788,24.5553541059,1.3579141849,15.2599388379,8.8426450024,0.488999386
36,1.35,57.675,33.1214715102,1.4812372362,11.498,7.9705706195,0.3564547545
37,1.35,34.8240232483,22.8396219613,1.2649696659,15.3251533742,9.4644205781,0.5241857749
38,1.35,38.6348684211,25.2649942366,1.4123561141,16.71875,10.6205413439,0.5937063101
39,1.35,38.9906728847,24.6514654337,1.386753275,16.2310126582,9.8995166862,0.5568913224
40,1.35,42.932429889,20.9006787256,1.3140144132,19.0553359684,9.3320869596,0.5867032804
41,1.35,40.2182539683,24.8592662638,1.4006609768,15.2507936508,9.6011221734,0.5409619503
42,1.35,44.7604790419,27.0173812054,1.4783253262,16.1646706587,10.0522501896,0.5500346583
43,1.35,41.6515151515,23.2170212013,1.4289088779,20.7803030303,11.4913105471,0.7072412743
44,1.35,39.7996501829,25.5844969277,1.4062511315,16.7069486405,11.2183188042,0.6166145677
45,1.35,38.9162561576,20.2178094224,1.4190120372,20.1674876847,10.9229963542,0.7666440506
46,1.35,38.2131147541,22.5465745674,1.4433965304,20.1024590164,10.5419611445,0.6748799067
49,1.35,81.18,26.5180617693,1.185923775,14.984,7.1046283506,0.3177286389
50,1.35,51.1571523033,27.1741260863,1.4545976202,15.2722063037,8.7592996673,0.4688745614
51,1.35,53.95,31.8201587048,1.4230407584,11.208,7.7735922198,0.3476456127
52,1.35,55.1,31.9216227658,1.4275783691,11.048,7.1870505773,0.321414673
53,1.35,51.7591533181,27.6912101555,1.3246502236,16.0709382151,8.9961599887,0.4303446933
54,1.35,62.3287671233,26.7793764317,1.2795681011,16.1940639269,8.0040663989,0.3824490861
55,1.35,35.7442977191,21.9962608409,1.4258058181,20.4159663866,11.6535815766,0.7553894971
56,1.35,33.8319327731,18.0277544188,0.963624007,14.88,8.7594781319,0.4682138008
57,1.35,23.343079922,9.813246718,1.1256565987,35.9210526316,12.4507061287,1.4281939419
58,1.35,31.2939698492,18.811823071,1.3335347807,23.4472361809,12.2288060902,0.8668770797
59,1.35,30.5821665438,15.9592031725,1.1995671675,26.1355932203,11.2543138654,0.8459260315
60,1.35,30.4803390629,16.6198966075,1.4199335937,29.4525547445,13.1720622304,1.1253652234
61,1.35,49.8470948012,25.8647991109,1.2386992225,14.6444954128,7.6530105591,0.3665127337
62,1.35,37.7313432836,20.0444149288,1.4138240192,20.5074626866,11.284700779,0.7959614221
63,1.35,36.8039909881,19.6881729425,1.2735220391,20.0920502092,9.8647707774,0.6380989761
65,1.35,53.9690856694,27.7385988855,1.4890860088,14.3314121037,8.45890006,0.4540975476
66,1.35,32.779886148,15.6460933438,1.3416414357,32.0441176471,13.4305772986,1.1516625022
67,1.35,42.8571428571,24.4923367557,1.3503062354,14.7446808511,8.8812758865,0.4896405895
68,1.35,37.1612903226,19.1942957683,1.3029936995,19.6221198157,9.3987482804,0.638028607
69,1.35,35.1895480831,17.7443856284,1.2454117196,18.0689655172,8.8710062082,0.6226225764
2,1.4,58.9606181456,29.8800502672,1.3753407929,15.843220339,7.6718169993,0.3531240001
3,1.4,31.3454545455,15.9398604482,1.4257044606,38.808,14.7375417217,1.3181658044
4,1.4,29.8509632861,14.5074222343,1.4157794417,42.8952380952,14.753804229,1.4398238623
5,1.4,32.0042417815,16.0878291344,1.4505907018,43.4471544715,14.8555118303,1.3394763925
6,1.4,36.6405023548,20.2190001507,1.4987320045,23.8571428571,11.2962810457,0.8373360606
7,1.4,34.6132128741,18.2971739033,1.4420193158,33.2670807453,15.2461206812,1.2015626364
8,1.4,29.2294413057,15.8068014339,1.5210101771,42.4444444444,20.2773972567,1.9511934608
9,1.4,38.3406662476,18.1059143187,1.4882969891,28.3175675676,13.1883636067,1.0840768106
10,1.4,34.9063670412,22.2534480917,1.3618889063,16.2846441948,10.5926211051,0.648257884
11,1.4,14.707977208,4.6461735959,0.5260755659,28.0641025641,8.7182975043,0.9871528041
12,1.4,13.5245901639,3.5616900102,0.4560276762,32.1147540984,9.1007086027,1.1652263347
13,1.4,14.6219931271,3.0363795248,0.5543645196,32.9,7.8670197661,1.4363147287
14,1.4,37.79342723,22.2538842967,1.0782042172,14.1737089202,7.6819319661,0.3721908199
15,1.4,27.2323515662,13.4414293434,1.1442104511,27.1666666667,10.6237247032,0.9043515035
16,1.4,15.6063426847,3.0236955869,0.4970924924,49.3513513514,9.8178442512,1.6140436524
17,1.4,23.5126834262,8.6275706365,1.1232140256,41.9830508475,13.821490912,1.79940485
18,1.4,39.3901766004,22.2230354978,1.2787919935,16.9569536424,7.9781241462,0.4590894562
20,1.4,47.275,31.1409999037,1.3926678534,10.696,7.9306736158,0.3546705062
21,1.4,56.9142857143,31.5573465686,1.4112874423,10.87,7.5004733184,0.3354313641
22,1.4,61.975,31.5342968052,1.4102566256,11.728,7.4392214646,0.3326920979
23,1.4,67.8444444444,27.956677243,1.2502606148,13.076,6.8473516048,0.3062228731
24,1.4,46.4222222222,32.0229778614,1.4321111068,11.306,9.0244315056,0.4035848461
26,1.4,37.9347826087,20.4289233893,1.5060402133,24.5108695652,10.9017295848,0.8036861677
27,1.4,39.4368894848,22.1487406395,1.4700635485,19.6563876652,11.3919359062,0.7561093425
28,1.4,35.5503144654,24.0955053984,1.3512088466,16.2075471698,10.0923879851,0.565953015
29,1.4,30.7555555556,16.7438066678,1.3671260896,27.8866666667,13.4117046725,1.095061101
30,1.4,66.0333333333,30.7343275327,1.3744809121,10.416,6.4130292374,0.2867993863
31,1.4,48.8955823293,26.8514894155,1.4736669327,16.6325301205,9.6144295226,0.5276603709
33,1.4,44.5717505635,24.7621564665,1.5917717049,20.3512396694,10.5052416331,0.6753025088
34,1.4,50.254841998,26.3510815717,1.4572181407,14.3455657492,8.070778466,0.446315069
35,1.4,44.0866873065,25.4268692734,1.4147888519,15.8575851393,9.6853674889,0.5389082629
36,1.4,60.05,33.4794339857,1.4972458048,11.756,8.2663452626,0.3696821987
37,1.4,37.8815377,24.1288227651,1.3509547164,15.9780564263,9.7734279889,0.5472069137
38,1.4,42.0250320924,27.518909267,1.5194775731,17.2103658537,10.7056636419,0.5911213868
39,1.4,37.7975192759,26.0710254254,1.4712730814,16.178343949,10.8440028245,0.6119624829
40,1.4,44.0318858821,23.1742068962,1.5381261345,19.2731277533,10.2021562201,0.6771408912
41,1.4,43.3973354232,26.0998850113,1.4613130155,15.6206896552,9.6482173786,0.5401964654
42,1.4,44.0494011976,27.1209966212,1.4839949095,15.5778443114,9.2909517583,0.5083782615
43,1.4,42.921875,23.9405544314,1.496284652,20.99609375,11.2234053875,0.7014628367
44,1.4,39.0065400187,25.3640368811,1.379621729,16.3343195266,10.6486688189,0.5792112256
45,1.4,36.5825688073,19.1220545006,1.2951089507,19.5733944954,11.1580237489,0.7557167264
46,1.4,39.0406504065,23.213186039,1.4800186854,19.8170731707,11.0502857066,0.7045404839
49,1.4,83.54,25.4414700833,1.1377771311,14.928,7.2414650451,0.323848162
50,1.4,53.4849128772,28.1276915195,1.4783586447,15.4392265193,9.2442550449,0.4858672582
51,1.4,53.75,32.6582684783,1.4605221669,11.466,8.4095685977,0.3760873409
52,1.4,59.725,31.2867683694,1.3991868174,11.58,7.2456607704,0.3240358005
53,1.4,51.8778669725,26.9881072566,1.2924959259,15.9105504587,8.2073908664,0.3930627352
54,1.4,64.2037786775,28.3075089152,1.3256205606,15.951754386,8.5384756893,0.3998507592
55,1.4,36.6112198304,21.6195921862,1.4609166546,20.698630137,10.9097814578,0.7372147121
56,1.4,31.9099929128,17.5912105582,0.9654431046,13.6445783133,8.5700621107,0.4703432628
57,1.4,24.1364960466,10.9044077311,1.1558649078,36.3033707865,13.5790689016,1.4393784248
58,1.4,34.7820512821,19.1949495467,1.3745788877,25.2307692308,11.7819103811,0.8437201269
59,1.4,32.2537710736,17.7735297249,1.4659360244,25.9591836735,12.1425084269,1.0014972156
60,1.4,34.3351125551,17.1778343065,1.4570048895,31.6330935252,12.7725784763,1.0833559667
61,1.4,52.1009651076,26.3034977357,1.241338807,14.8351893096,7.520988303,0.3549373829
62,1.4,37.8116591928,19.978922715,1.337887621,20.6726457399,11.9432708297,0.79978057
63,1.4,34.8936170213,19.1105410533,1.246634242,19.5361702128,9.759761628,0.6366566496
65,1.4,56.7035338549,27.7540871729,1.5118614647,15.3620178042,9.1612384693,0.4990444587
66,1.4,32.1533305404,15.9761029392,1.2873910624,29.5714285714,11.6562547408,0.9392877745
67,1.4,46.6866866867,25.648732075,1.4055418596,15.8288288288,9.1213446738,0.4998466091
68,1.4,37.5757575758,19.4809735397,1.281753956,19.5757575758,9.9318945417,0.6534706848
69,1.4,37.2765393953,18.4727301397,1.3161275277,18.9847715736,8.8590068065,0.6311781008
2,1.45,63.1060792518,29.8522811233,1.3654115571,16.6276150628,7.5711016705,0.34629413
3,1.45,32.2214391982,17.7173131258,1.5599224399,40.503875969,19.2039740844,1.6908156388
4,1.45,35.5292420509,15.3569984673,1.3627132555,45.9527559055,15.5936885414,1.3837161033
5,1.45,33.1486676017,16.1044189904,1.4462195184,41.814516129,17.2763902552,1.5514656449
6,1.45,38.3911234397,21.7453967323,1.5150735812,24.0194174757,13.2316776285,0.9218946638
7,1.45,36.2514029181,18.2204007917,1.431529884,34.3580246914,14.610421312,1.1479031095
8,1.45,32.5823342979,15.264646385,1.3763668129,44.0325203252,19.1608234116,1.7276732645
9,1.45,37.6623376623,17.2267576223,1.3881716888,28.3376623377,12.5103701292,1.0081143539
10,1.45,35.4181184669,21.3645825142,1.2611114312,16.5853658537,10.1328558867,0.5981235711
11,1.45,15.2236652237,5.3378322694,0.6083024425,29.1038961039,8.7216470737,0.9939239282
12,1.45,14.3676695563,3.9793190985,0.5466015155,32.8867924528,9.681065701,1.3297966443
13,1.45,14.8951297547,3.3824121683,0.6280981715,33.5172413793,9.8632745827,1.8315641092
14,1.45,41.2260536398,24.842363513,1.1911001627,14.5264367816,7.7285031453,0.3705533634
15,1.45,28.6191974823,13.8353589731,1.080360029,27.7926829268,10.7024476399,0.8357207547
16,1.45,15.6463106275,2.913972195,0.5233648562,46.4193548387,11.8042479875,2.120105525
17,1.45,24.3784856792,10.1213365662,1.2011816593,40.0281690141,14.5804923032,1.7303860833
18,1.45,43.349106204,22.9513711238,1.2890774297,18.4100946372,7.9387814815,0.4458863905
20,1.45,47.525,31.8855276732,1.4259641475,10.328,7.761985313,0.347126536
21,1.45,60.3714285714,32.5354563264,1.4550298405,11.084,7.3941154982,0.3306748977
22,1.45,64.575,31.6584408176,1.4158085146,12.096,7.3183867075,0.3272882033
23,1.45,70.0222222222,27.5295486593,1.2311588438,12.834,6.1616916508,0.2755592278
24,1.45,48.2,32.0565780696,1.4336137538,11.288,8.2695257421,0.369824434
26,1.45,37.8354978355,20.2543745438,1.4394157207,24.1363636364,11.996909994,0.8525832683
27,1.45,41.8153473064,22.341023074,1.4101528724,19.219123506,9.9246058673,0.6264355676
28,1.45,35.6270096463,24.3535542557,1.3809633676,15.7395498392,9.8968804623,0.5612006046
29,1.45,30.1709401709,16.354098399,1.3093757919,28.9743589744,13.3094090094,1.0656055465
30,1.45,70.3,30.2511524115,1.3528726638,11.122,6.671065582,0.2983391225
31,1.45,48.115942029,27.0472733459,1.4561762469,15.9565217391,9.0701529677,0.4883206207
33,1.45,44.7566213314,24.1586004381,1.5158454089,20.6102362205,10.7246154026,0.6729222192
34,1.45,51.5128968254,26.7644752472,1.4601218304,14.4255952381,8.6705817418,0.4730190137
35,1.45,46.626984127,25.5675992029,1.3948268891,15.25,8.5837956417,0.4682844438
36,1.45,61.125,32.9438442657,1.4732935044,11.898,8.2728227347,0.36997188
37,1.45,37.6780185759,23.938135752,1.298227687,15.6294117647,9.7451806916,0.5285066272
38,1.45,40.8623599816,27.7044556837,1.4958999989,16.3148688047,10.8490832289,0.5857954322
39,1.45,41.8720852765,27.3151029395,1.5365945915,16.4905063291,10.4422722197,0.5874237066
40,1.45,42.9737609329,20.8608590865,1.3327513996,18.5469387755,9.6376621359,0.615727648
41,1.45,46.1188046647,27.7683879776,1.4993520183,16.7842565598,10.7459443818,0.5802264579
42,1.45,45.2947443182,27.5015680223,1.4658385008,15.6761363636,10.0174676341,0.5339328189
43,1.45,44.8059701493,25.8827660094,1.5810415709,21.5634328358,11.5341675491,0.7045614203
44,1.45,43.9031462955,26.3572847753,1.3833986782,17.4655647383,10.1071831042,0.5304895351
45,1.45,40.0971599402,21.1841882661,1.418598172,19.730941704,10.5808559891,0.7085465242
46,1.45,40.3146067416,23.8313026321,1.458452036,19.7490636704,10.2650615141,0.6282115626
49,1.45,87.82,21.804760948,0.9751385543,15.024,6.2622219699,0.2800550803
50,1.45,55.7692307692,28.4309797274,1.4740776306,16.3333333333,9.2120577054,0.4776229425
51,1.45,57.45,33.8211841898,1.5125293386,11.814,8.2817512641,0.370371176
52,1.45,59.425,32.0387558279,1.4328167189,12,7.8915144301,0.3529192542
53,1.45,55.9596238938,27.1350869519,1.2763271281,15.5995575221,8.0196826333,0.3772141405
54,1.45,66.9415923245,27.9177069224,1.3059352474,16.2932166302,8.1711330728,0.3822294833
55,1.45,39.9288451013,23.2640055305,1.4400057914,21.3218390805,11.1212346535,0.6883871433
56,1.45,33.7155201063,18.3889304277,0.9773606252,14.104519774,7.9573603721,0.4229289321
57,1.45,23.8447971781,10.0733648148,0.9830597458,35.0476190476,12.1728667456,1.1879501545
58,1.45,36.4247311828,19.3836404579,1.4212774759,24.3870967742,11.2350567499,0.8237943297
59,1.45,34.1614906832,18.899383499,1.5229557229,27.2857142857,12.4367043102,1.002178193
60,1.45,36.3178152493,18.4964963559,1.3942258716,31.9659090909,13.7761724989,1.0384180733
61,1.45,55.0884955752,27.1049352997,1.2749089136,15.1681415929,7.9915914382,0.3758928419
62,1.45,38.0090497738,20.3236239844,1.367114893,19.7058823529,10.1374897499,0.6819213554
63,1.45,35.3968740423,20.9324319876,1.3212433914,18.2470119522,9.6386269002,0.6083847353
65,1.45,55.773955774,28.8897242339,1.5831471359,15.0750750751,9.2695897786,0.5079703908
66,1.45,35.3034804754,16.7367977089,1.3575335548,31.3684210526,12.418515575,1.0072746225
67,1.45,46.5294117647,25.5421115365,1.3852154873,15.6558823529,8.6027933622,0.4665519756
68,1.45,41.4561403509,20.3905466361,1.3503969399,19.6798245614,9.1535697171,0.6062099636
69,1.45,36.8547641073,18.980620342,1.2381591493,18.7361702128,9.922174297,0.647251284
2,1.5,66.3378394836,29.5646059374,1.3452361498,16.1200828157,7.3474880141,0.3343222808
3,1.5,35.1321433513,17.0424214207,1.4104408324,40.2328767123,15.8999617023,1.3158901933
4,1.5,35.655216285,16.5320190338,1.5091599577,47.4583333333,17.7791525076,1.623007147
5,1.5,35.2239789196,16.0223737321,1.3945686311,44.2196969697,16.1462606582,1.4053516039
6,1.5,41.2517006803,22.1784399094,1.5304577541,25.6476190476,12.9338838511,0.8925227794
7,1.5,35.9776104999,18.7876799046,1.4994200921,32.0191082803,13.6262538546,1.0874934486
8,1.5,37.5745178258,15.8401723769,1.315454716,46.4344827586,16.0713125413,1.3346498619
9,1.5,38.6175710594,18.6763753471,1.3920548283,27.1444444444,12.9683898693,0.9666067102
10,1.5,37.9032258065,22.448538289,1.3439588332,17.4444444444,10.7601563074,0.6441937078
11,1.5,17.1619293712,6.2715123672,0.6762745707,29.9302325581,11.1488769876,1.2022143237
12,1.5,15.2334152334,5.4793541961,0.6744618776,33.0303030303,10.479373242,1.2899216769
13,1.5,15.6848306333,4.68280209,0.7915380221,35.6285714286,10.0259255769,1.6946907318
14,1.5,39.9822018815,24.4657517491,1.1703556234,13.8924485126,7.5037664197,0.3589538272
15,1.5,30.0477897252,14.8992420307,1.1705950083,28.1049382716,10.9226280159,0.8581627043
16,1.5,15.4064396939,2.3924904105,0.3987484018,49.8055555556,12.9460835872,2.1576805979
17,1.5,26.5012363123,10.3718698018,1.1897350611,41.6052631579,14.3921387052,1.6508915315
18,1.5,48.125,24.3438190878,1.3608608578,18.409375,7.950112396,0.4444247937
20,1.5,50.35,32.0819653388,1.434749107,10.878,7.9844295977,0.3570745468
21,1.5,64.1428571429,31.3176614447,1.4005683977,11.78,7.507036699,0.3357248874
22,1.5,67.85,30.5594093529,1.3666583333,12.182,6.8478373228,0.3062445951
23,1.5,74.5333333333,25.9789468419,1.1618138224,12.778,5.836841269,0.261031477
24,1.5,47.3333333333,33.3858845015,1.4930621447,11.02,8.4649630832,0.3785646576
26,1.5,38.2461103253,19.9452485446,1.4033427905,23.1188118812,10.3170407231,0.7259044522
27,1.5,42.6328502415,23.0675425188,1.453118592,19.4603174603,11.6279294269,0.732490703
28,1.5,39.5103857567,25.8128515395,1.4061156216,16.6350148368,10.3834647747,0.565623368
29,1.5,30.1666666667,16.2864974749,1.213923849,26.7222222222,11.0614724535,0.8244734779
30,1.5,70.8666666667,30.0208075989,1.3425713306,11.132,6.8619658991,0.3068764442
31,1.5,46.2620423892,27.1245028629,1.4582223079,16.0433526012,9.6989883435,0.5214208437
33,1.5,46.0539460539,24.1641250524,1.4624793785,20.1391941392,10.4948462186,0.6351769883
34,1.5,53.8028169014,26.2559078956,1.3935189012,15.2056338028,8.9960850221,0.4774626177
35,1.5,44.2565597668,25.6743757097,1.3862859836,15.4110787172,9.3676196062,0.5058039154
36,1.5,64.4,33.5244686759,1.4992598174,12.404,8.1019000241,0.362327984
37,1.5,39.6923076923,24.3293847595,1.34955145,16.0584615385,9.3479556351,0.5185312825
38,1.5,44.3008408595,27.1620101123,1.4774185801,17.298816568,9.9079818888,0.5389231678
39,1.5,39.8496240602,26.9752669538,1.4716214608,16.3154761905,10.6721376674,0.5822128415
40,1.5,45.0620715212,23.0964153758,1.4407148075,19.0428015564,9.7255188378,0.6066611971
41,1.5,46.2205014749,27.96122104,1.5186450665,16.5250737463,11.1146528061,0.6036650769
42,1.5,46.3511560694,30.2850837747,1.6281361904,15.7687861272,9.9596734413,0.5354353613
43,1.5,46.3003663004,26.3342400245,1.5938207115,21.7802197802,11.9524107009,0.7233928038
