Network,R0,Epidemic_size(%),SD,SE,Epidemic_duration,SD,SE
8,1.5,34.9066321444,16.8417382137,0.2063095911,44.0160564226,17.029189341,0.2086058484
9,1.5,38.2201040571,18.9375436351,0.205225499,27.2252495596,12.3086837635,0.1333887761
10,1.5,36.8788183713,22.7460356574,0.1928392009,16.3682167757,9.9661780711,0.0844925175
11,1.5,15.9112689554,5.7894616958,0.0853702356,27.6918895412,9.557193369,0.1409284477
12,1.5,15.2345780895,5.0341544952,0.0879672241,32.106870229,10.1873232919,0.1780141137
13,1.5,15.2628575354,3.832374711,0.0867639531,34.310097386,10.0388632594,0.2272772176
14,1.5,41.4899709149,24.4658851036,0.1645046534,14.5346534653,7.6849005501,0.0516720281
15,1.5,46.7169091595,22.8509490638,0.2315155572,31.5862245945,11.6765458764,0.1183015207
16,1.5,40.6997622408,8.3360223724,0.1057738,57.2510062792,12.4029491588,0.1573780641
17,1.5,26.8690073763,11.3543288498,0.1778024978,42.7564982835,14.9142982733,0.2335496462
18,1.5,67.4062724382,28.2895722953,0.2025962248,20.2783875269,7.9588866644,0.0569976942
20,1.5,51.088,32.1875947533,0.2035722236,10.89156,7.8316205709,0.0495315175
21,1.5,63.2165714286,31.1837181954,0.1972231508,11.31564,7.2435744899,0.0458123876
22,1.5,66.1365,31.2200995794,0.1974532469,12.29584,7.4396235586,0.0470523108
23,1.5,79.7182222222,25.7390054927,0.1627877641,13.7402,6.4421660922,0.0407438358
24,1.5,48.0102222222,32.2934277486,0.2042415703,11.17,8.3649160187,0.0529043741
26,1.5,39.1147363317,20.7271673729,0.2070853807,24.2612297864,11.792016079,0.1178141757
27,1.5,44.5782411579,23.3861076229,0.2104211077,20.3479598446,10.6551137888,0.0958714841
28,1.5,41.2479786043,26.4942594468,0.2089468233,17.2331135713,10.8852028413,0.085846089
29,1.5,37.4258750229,19.6214539153,0.2057452573,30.8758658604,13.5553224873,0.1421374443
30,1.5,71.024,29.6110392628,0.1872766559,11.24972,6.8006587859,0.0430111427
31,1.5,50.4371799921,28.1537754252,0.2111816951,16.4067405615,9.8268721026,0.0737114464
33,1.5,46.1069056631,24.1757512642,0.2142721745,20.2590730558,10.6515162246,0.0944054858
34,1.5,55.4195936249,26.8814500489,0.2023278807,15.3381486517,8.5743855668,0.0645365952
35,1.5,48.1031132263,26.8108129964,0.206788378,15.9443783462,9.3844739757,0.0723812498
36,1.5,65.2425,33.4842865199,0.2117732225,12.38192,8.0458670828,0.0508865315
37,1.5,42.3622234087,26.164859098,0.2015246878,16.6986415139,10.1018632867,0.0778056873
38,1.5,44.0494720066,28.1202552915,0.2160477451,17.2525234638,10.9418501112,0.0840661658
39,1.5,43.767610949,27.9512919955,0.2160608367,17.3446462715,10.9689562826,0.0847889919
40,1.5,46.1182725623,22.6115500233,0.1988294428,19.4539549988,9.6910914132,0.0852163741
41,1.5,47.5490705547,27.7413061247,0.2137871768,16.6443758166,10.1781859834,0.0784377504
42,1.5,48.8025344417,28.8519809324,0.2199751091,16.8383421496,10.3551743627,0.0789505794
43,1.5,45.7652815307,25.8989740135,0.2213264182,21.2848900898,11.5487960841,0.0986932405
44,1.5,46.1816247855,28.0683394233,0.2097223326,17.3334077713,10.5183193962,0.0785912713
45,1.5,40.6984693119,21.6630529386,0.2045596736,19.8427106554,10.3297420278,0.0975415914
46,1.5,43.5652173913,24.2374422849,0.2091300524,20.7111375819,10.8595835523,0.0937006987
49,1.5,87.3756,21.3428330978,0.1349839286,15.08048,6.2935842705,0.0398041219
50,1.5,57.535561532,28.5705579586,0.2073162626,16.0208508846,9.0571576809,0.0657213654
51,1.5,60.2755,33.2299992439,0.2101649685,11.85736,7.9936558489,0.0505563186
52,1.5,63.8105,31.5517644475,0.1995508797,11.95736,7.2449224862,0.0458209131
53,1.5,62.5564272253,29.202935918,0.1933291067,16.4727177105,7.9505562916,0.0526342266
54,1.5,72.5962156443,27.9884615581,0.183205246,16.3776939886,7.7417937947,0.0506757841
55,1.5,41.9000155135,24.3400606107,0.2143687655,21.8297393733,11.7903303339,0.1038402738
56,1.5,47.8716949276,26.9615214636,0.2018697831,16.6520910416,9.6244332907,0.072061299
57,1.5,30.436336084,14.0633161681,0.1958344871,38.9203025015,14.4013918133,0.200542258
58,1.5,36.8296200517,20.8445291188,0.207884758,24.9667793913,12.4478578455,0.1241438414
59,1.5,36.5239047336,18.9595046412,0.2040544714,27.1415498668,12.50368196,0.1345727255
60,1.5,38.0204623843,18.9381659012,0.2109193964,32.9445547011,14.0203108504,0.1561479352
61,1.5,57.8741121724,27.6657743747,0.1818818268,15.346976704,7.5363104295,0.0495456187
62,1.5,40.1972982581,21.0989787305,0.1989053995,20.142463562,10.4422158192,0.0984414049
63,1.5,39.7867944022,21.4430088529,0.1934631009,19.9147741148,10.1957550142,0.0919881344
65,1.5,58.8416405844,28.2166859684,0.2112913041,15.313334081,8.794410485,0.0658540292
66,1.5,35.7584163925,17.6933051246,0.199267127,31.3394216134,13.0973587087,0.1475062473
67,1.5,48.3356570558,26.2754181508,0.1962218567,15.7661591657,9.187833832,0.0686137059
68,1.5,41.4457348149,21.9474436696,0.2006111232,20.3623527446,10.5818899714,0.0967240133
69,1.5,39.5506923598,19.6161017929,0.185148216,19.3084187082,9.8014964288,0.0925122431
2,1.55,77.9273614208,28.1192235913,0.1789328243,16.8675494007,6.8246043767,0.0434274343
3,1.55,37.6917371673,18.1645584248,0.2106469398,41.3722431415,16.3597665695,0.1897175083
4,1.55,37.7115720946,16.8044966225,0.2043713623,47.7791746783,17.5274429648,0.2131636238
5,1.55,37.5796507232,17.7164515862,0.2106565235,44.5751449173,17.2863636169,0.2055425854
6,1.55,42.6184657952,22.4480459251,0.2135585952,25.0963888135,12.3209498654,0.1172148682
7,1.55,39.0014755632,19.655746885,0.2142069242,33.770783848,14.4853747719,0.1578605786
8,1.55,37.3591515955,17.3395122854,0.207528649,45.0262140095,16.9974685832,0.2034348852
9,1.55,39.7450126567,19.4509650473,0.2046789745,27.3737127671,12.3987995935,0.1304703175
10,1.55,38.0860513039,23.1210298589,0.1949008938,16.6114545584,10.0013693141,0.0843074824
11,1.55,16.2461620611,5.9832662491,0.0846669782,27.8852623148,9.6459267956,0.1364959271
12,1.55,15.6639758279,5.3932385652,0.0902768418,31.7411039507,10.2136984372,0.1709660024
13,1.55,15.4704700332,3.9569619148,0.0858587604,34.4854048964,10.546742599,0.2288448222
14,1.55,43.9551319937,25.5942953928,0.1704015851,14.7826241135,7.6420530405,0.0508792265
15,1.55,48.2361259746,22.9195116279,0.2277422007,31.8499210111,11.5752648997,0.1150188689
16,1.55,41.9008146432,8.4350528745,0.1045998188,56.8938951253,11.907460007,0.1476597928
17,1.55,28.0028939105,11.6273750539,0.1760915178,43.2894495413,15.0787133108,0.2283605285
18,1.55,70.122393855,27.5151825391,0.1958140407,20.3720942011,7.6830517748,0.0546770646
20,1.55,52.646,32.3984750258,0.2049059476,10.99508,7.8085296819,0.0493854779
21,1.55,65.6702857143,30.9631990701,0.1958284654,11.52824,7.1348778898,0.0451249299
22,1.55,68.7395,30.7707229319,0.1946111394,12.52328,7.3520730438,0.0464985927
23,1.55,82.2524444444,24.2972756731,0.1536694641,13.8914,6.2488019684,0.0395208937
24,1.55,49.7817777778,33.0038798138,0.2087348637,11.44084,8.5478570469,0.0540613948
26,1.55,40.7530882984,21.2394329691,0.2090045928,24.597075627,11.7936752046,0.116054524
27,1.55,45.9418903652,23.4956279777,0.2097656709,20.6260959668,10.7045038806,0.0955683092
28,1.55,42.7419748566,26.8403008486,0.2096770531,17.4299401928,10.7002422012,0.0835905404
29,1.55,39.3228677723,20.2396784297,0.2067103605,31.7340148117,13.8144121284,0.1410883143
30,1.55,72.7826666667,29.112332049,0.1841225545,11.34904,6.7186078229,0.0424922069
31,1.55,51.6259527793,28.3369782669,0.2116232561,16.4530395984,9.7201929276,0.0725913278
33,1.55,48.2436577507,24.4029099588,0.2146726657,20.8199969045,10.6869067661,0.0940128356
34,1.55,56.6461854982,26.928325821,0.200801155,15.4308830071,8.681147789,0.0647342324
35,1.55,50.120393025,26.9872714294,0.2059797008,16.2614470465,9.4436789802,0.0720786529
36,1.55,67.0495,33.4356964897,0.2114659121,12.55904,8.0394548496,0.0508459769
37,1.55,43.9091394547,26.6516430992,0.2041028465,16.8478681602,10.0249508972,0.0767727906
38,1.55,45.9392227633,28.8036590222,0.2207063542,17.6557069047,11.0398501694,0.0845922069
39,1.55,45.077159157,28.4104502286,0.2178213419,17.4145309194,10.9110093523,0.0836541019
40,1.55,47.7741784545,22.9452972239,0.1994866171,19.7299319728,9.6162421138,0.083603694
41,1.55,48.6237861238,28.2502398943,0.2160728948,16.6346671347,10.066990706,0.0769977116
42,1.55,50.219888838,29.1526434767,0.2206761199,17.0012606005,10.4320816495,0.0789674975
43,1.55,48.0438450999,26.3243210961,0.2235454948,21.8301723516,11.6754044286,0.0991472506
44,1.55,47.6078253297,28.5078328467,0.2106611526,17.4735433845,10.5455704167,0.0779274254
45,1.55,42.1056262345,22.0280075947,0.2056269093,20.1935343325,10.4563990434,0.0976083292
46,1.55,45.7122490544,24.7612716642,0.2111801934,21.1413296479,11.0103780906,0.0939036495
49,1.55,89.626,19.3101041944,0.1221278222,15.14468,6.1077841889,0.038629019
50,1.55,59.1480958204,28.8304392347,0.2067933847,16.1146781911,9.0239954464,0.0647268169
51,1.55,62.316,33.2797407442,0.2104795614,12.09504,8.0105584948,0.0506632203
52,1.55,67.1835,30.9503001237,0.1957468853,12.28976,7.1369432632,0.0451379925
53,1.55,65.3950659881,29.1420945534,0.1913849783,16.675536962,7.8251895836,0.0513903946
54,1.55,75.5425806828,27.190870066,0.1764228073,16.4176980719,7.4948428839,0.0486288677
55,1.55,42.9841573341,25.1762519774,0.2201761269,21.8154493308,12.0299234281,0.1052063647
56,1.55,49.488986039,27.2724905146,0.2028044827,16.7659809777,9.5722714347,0.0711816017
57,1.55,31.8458157419,14.6046935628,0.1959876079,39.2508553935,14.4975612773,0.1945499468
58,1.55,38.4109164812,21.4567792425,0.2110820573,25.3162682667,12.5649476384,0.123608253
59,1.55,38.4250822027,19.5080099955,0.2054271561,27.5805056554,12.3559163375,0.1301127463
60,1.55,40.2243751799,19.6082886306,0.2153067649,33.6129732337,14.3812401416,0.157911705
61,1.55,60.4649048025,27.907678499,0.1822047553,15.4440750213,7.4097802539,0.0483772664
62,1.55,41.3579412529,21.3122858831,0.1983847628,20.2429598822,10.4340126388,0.0971246883
63,1.55,41.5044634074,21.7748749351,0.1946669845,20.3546994885,10.2761963435,0.0918690078
65,1.55,60.1317741733,28.3838217119,0.2111211375,15.4628492393,8.8391866197,0.0657465775
66,1.55,37.6764233543,18.4559484411,0.2019003876,31.9210148396,13.3244928548,0.1457644011
67,1.55,49.8572526628,26.8130907927,0.1986754533,15.9471834852,9.1434860732,0.0677499754
68,1.55,42.8831528377,22.4715824022,0.2027761112,20.4616887876,10.6205865626,0.0958366528
69,1.55,40.7198934052,19.7168190396,0.1839723028,19.6342503918,9.8299244533,0.091720365
2,1.6,79.2627305889,27.8275303505,0.1764703311,16.789069412,6.7556205217,0.0428412646
3,1.6,39.0767478196,18.7628610519,0.2133797194,41.3347128815,16.3800558319,0.1862813836
4,1.6,39.7408880766,17.4903995906,0.2075728543,48.4085915493,17.5278999968,0.2080179022
5,1.6,39.9287647645,18.0534142629,0.2102505937,45.2918757629,16.9014579731,0.1968348769
6,1.6,44.5873558469,22.9092522574,0.2144801597,25.4048558156,12.160426496,0.1138478981
7,1.6,40.910808768,20.3284540074,0.2164562145,34.4691609977,14.8407518398,0.158023476
8,1.6,38.9548685254,17.9392278163,0.2107291496,45.360976956,17.0812863737,0.200651053
9,1.6,40.4790452769,19.6676888164,0.2059923869,27.4382404563,12.3143797219,0.1289764393
10,1.6,39.3193990401,23.4044511306,0.1951930384,16.7730402727,9.9587255269,0.0830557351
11,1.6,16.6363943853,6.3143654405,0.085337055,27.8591780822,9.6841481951,0.1308788183
12,1.6,16.059409448,5.6732200221,0.0909492269,31.865073246,10.3430513259,0.1658128043
13,1.6,16.0144687149,4.2402162201,0.0861235048,34.5932343234,10.3552598408,0.2103268382
14,1.6,45.7118207446,26.6008906213,0.1759373574,14.8332895888,7.6048565854,0.0502982547
15,1.6,49.3829556394,23.1348574331,0.225184093,31.7764092847,11.5433741216,0.1123579101
16,1.6,42.7259975294,8.8974945875,0.108489898,55.8501338091,11.605512387,0.141509595
17,1.6,29.3759648624,12.1991596007,0.1771345796,43.9576217584,15.109889709,0.2193990446
18,1.6,71.1964953538,27.4530821596,0.1921582206,20.2550095537,7.585211313,0.0530927894
20,1.6,54.254,32.5772694374,0.2060367427,11.20692,7.8384911886,0.0495749712
21,1.6,67.6142857143,30.7108669194,0.1942325768,11.752,7.115224241,0.0450006293
22,1.6,70.964,30.1554009093,0.1907195013,12.67888,7.1328985655,0.0451124116
23,1.6,83.8777777778,23.6097881982,0.1493214116,13.92476,6.2012949408,0.0392204329
24,1.6,50.9368888889,33.1246991835,0.2094989925,11.53328,8.4316458916,0.0533264109
26,1.6,42.6580652142,21.7202255843,0.2113346416,24.9789832434,11.8868140803,0.1156569753
27,1.6,47.2964396671,23.9506085606,0.2093773454,20.6127627054,10.5437381469,0.0921738543
28,1.6,43.8707347897,27.5913515924,0.2140408492,17.5326472889,10.8447899264,0.084128827
29,1.6,40.9853990042,20.7214971567,0.2081747883,31.9770892208,13.9709521856,0.1403566543
30,1.6,75.0146666667,28.2162247731,0.1784550745,11.47496,6.5797031087,0.0416136963
31,1.6,53.2328676713,28.7702830159,0.2133650626,16.5717742823,9.6775531179,0.0717702959
33,1.6,48.9585803628,24.8881193101,0.2148643531,20.6473131102,10.6796017361,0.0921992413
34,1.6,58.2384185741,27.1573146575,0.2009614034,15.5472565984,8.6178073628,0.0637709098
35,1.6,51.2213608958,27.5152213864,0.2085025026,16.2945162216,9.4240223839,0.0714125547
36,1.6,69.194,33.0534092644,0.2090481154,12.86592,8.093757011,0.051189414
37,1.6,45.165668445,27.27060297,0.2068984946,17.0451850573,10.2444185216,0.0777230622
38,1.6,47.5447679171,29.1878155617,0.2226132567,17.8570182072,11.052448851,0.0842961895
39,1.6,46.3733566939,28.7508771807,0.2189498668,17.6093487212,10.9426403369,0.0833327494
40,1.6,49.2643153916,23.3742807107,0.199561623,19.6897004155,9.4638857051,0.0807994229
41,1.6,50.528372901,28.687046049,0.2182929258,17.0152287203,10.1839451371,0.0774943219
42,1.6,51.6663581477,29.6201672143,0.223543657,17.1369254428,10.3508449668,0.0781179161
43,1.6,49.2796054949,26.8449388042,0.2253173941,21.9673828813,11.7358141665,0.0985021082
44,1.6,49.3933066362,29.0666232062,0.2142819892,17.694673913,10.430954868,0.0768980195
45,1.6,43.4938209473,22.3770145818,0.2049404031,20.4388525415,10.4402901334,0.0956176375
46,1.6,47.0890406037,25.1956864235,0.2135918067,21.2669780812,10.9444327929,0.09277942
49,1.6,91.0768,18.0051243195,0.1138744048,15.18376,6.0946396335,0.0385458855
50,1.6,60.8164441532,28.9544545274,0.207421628,16.2209278456,8.996748947,0.0644501975
51,1.6,64.254,33.315326563,0.2107046259,12.25464,7.9447667348,0.0502471167
52,1.6,69.178,30.6971792841,0.1941460086,12.36928,7.0382407093,0.0445137427
53,1.6,67.8768480252,28.8595633043,0.1883753006,16.7474330024,7.6755630374,0.0501007752
54,1.6,78.4404258459,26.3004994446,0.1698610269,16.6123300242,7.2825130311,0.0470339031
55,1.6,44.6005040024,25.3494499457,0.2182380004,22.143566558,12.0448099508,0.1036959478
56,1.6,51.1832355641,27.7117870569,0.203625572,16.9650666811,9.5399053553,0.0700990045
57,1.6,32.9591400358,14.8233089901,0.1960645385,39.2753673898,14.227461961,0.1881834053
58,1.6,40.2318284001,21.974289544,0.2126721199,25.8034844511,12.5907931952,0.1218565303
59,1.6,39.9038712092,19.7902085246,0.2065855803,27.9091206277,12.3912209491,0.1293491965
60,1.6,41.6193504429,20.1612038659,0.2148459249,33.8256870316,14.2164229195,0.15149594
61,1.6,63.1609772423,28.0565669291,0.1814676598,15.5684404284,7.2158059888,0.0466712634
62,1.6,42.8739439,21.6942405885,0.1994077228,20.6063703954,10.4736633596,0.096271144
63,1.6,42.7450735027,22.2822061491,0.1961154855,20.4784259044,10.3288302729,0.090908573
65,1.6,61.3354486585,28.5633289101,0.2115976303,15.5280430249,8.7979152661,0.0651751071
66,1.6,39.2724523355,18.8790459317,0.2028598144,32.1272370396,13.2973150418,0.1428827956
67,1.6,51.4479539781,27.2236104157,0.2005534733,16.1372517095,9.2421560067,0.0680859908
68,1.6,44.3843187661,22.8101894171,0.2044462278,20.7855077121,10.6457524749,0.0954171794
69,1.6,41.5321823118,20.0586467752,0.1846313423,19.5147843769,9.7890837318,0.0901043669
2,1.65,81.0823096055,26.9097144502,0.1702737287,16.8526585522,6.5856896218,0.0416715655
3,1.65,41.3260540829,19.2811865907,0.2132373693,42.0561399217,16.4661457822,0.1821048509
4,1.65,41.9634806246,17.9397460621,0.2065590547,49.2480445446,17.704218018,0.2038471741
5,1.65,41.7053769234,18.587936703,0.2090116035,46.0118851941,17.1489163211,0.1928305737
6,1.65,45.8743449041,23.3470321172,0.2169120414,25.5227449288,12.1757035237,0.1131217319
7,1.65,42.6960132503,20.8860130047,0.2190291655,34.7631144837,14.639904958,0.153526964
8,1.65,41.5603999164,18.4121020771,0.2097572847,46.3636599611,17.3391374594,0.1975336861
9,1.65,42.6702284786,20.0750176307,0.2063676009,28.1525943147,12.6008964161,0.1295349678
10,1.65,40.4274237847,23.9389132164,0.1983645654,16.9323674815,10.0245180823,0.0830659753
11,1.65,17.0313005115,6.5258798048,0.0853731149,27.646756803,9.4402550936,0.1234996671
12,1.65,16.4302122635,6.06792607,0.0934966606,31.7989078822,10.6049975114,0.1634053945
13,1.65,16.3371907115,4.4340088061,0.087858155,34.2744405183,10.2266648791,0.2026373756
14,1.65,48.5153462837,27.3319779293,0.179311882,15.12847551,7.5316711014,0.0494116497
15,1.65,51.7582058439,22.816994963,0.2179879237,32.2402336619,11.4359324031,0.1092560683
16,1.65,43.7436998332,9.1980521027,0.1092531609,55.2286963883,11.5315733713,0.1369703963
17,1.65,31.0308843504,12.4715523457,0.1728994457,44.6796079185,15.1649075116,0.2102387922
18,1.65,73.1194317361,26.9983188072,0.187357358,20.2065976403,7.4059207223,0.0513940794
20,1.65,55.9695,32.8324735552,0.2076507953,11.3672,7.8291841312,0.0495161082
21,1.65,69.5045714286,30.2894246299,0.1915671417,11.90116,7.1520424114,0.0452334879
22,1.65,73.2995,29.5857152989,0.1871164931,12.8066,7.0481995176,0.0445767278
23,1.65,84.7924444444,22.8904936266,0.1447721933,13.92024,6.0399501937,0.0381999991
24,1.65,52.5408888889,33.4279129641,0.2114166848,11.75452,8.5126646574,0.0538388185
26,1.65,43.7657510652,22.2221723274,0.2115821709,25.0835826308,11.9459884138,0.1137403727
27,1.65,48.8153285053,24.3043933608,0.2107141339,20.9036380036,10.674636767,0.0925469238
28,1.65,46.1238235294,27.7963226001,0.2131880625,17.937,10.819012478,0.0829780378
29,1.65,43.1718491081,21.1546360437,0.2088589272,32.3574422458,13.7918474462,0.1361663919
30,1.65,76.8693333333,27.5978065473,0.1745438542,11.63408,6.5547435155,0.041455838
31,1.65,55.4834730235,28.9486880028,0.2135635,16.9650048982,9.7025268808,0.0715785668
33,1.65,50.8543463835,25.2332729216,0.2155823995,20.9676642336,10.6603045493,0.0910771283
34,1.65,59.8291404047,27.3572565013,0.2007929499,15.700802672,8.558421563,0.0628159009
35,1.65,52.729997913,27.7074168641,0.2090366888,16.545961637,9.4366720291,0.071194319
36,1.65,71.1875,32.944591267,0.20835989,12.93372,7.9164668231,0.0500681324
37,1.65,47.1509152991,27.6086250485,0.2087314092,17.2517862246,10.0765684858,0.076182582
38,1.65,48.6848861756,29.564294209,0.2233128541,17.9939521881,11.0652338304,0.0835808537
39,1.65,48.3627968774,29.278853744,0.2212704397,17.8625849563,10.9308267434,0.0826080441
40,1.65,50.5615373341,23.5554498709,0.1992863976,19.9398754563,9.5707211917,0.0809712639
41,1.65,51.922636759,28.7266691385,0.2173022656,17.1832227054,10.1147493906,0.0765128024
42,1.65,53.357697898,29.9243361339,0.2237399988,17.3502347943,10.3834972828,0.0776359301
43,1.65,50.6994187656,27.2568157974,0.2267311249,22.0988098533,11.6811503468,0.0971676361
44,1.65,51.2235484171,29.448022256,0.2153395085,17.9122506818,10.4618368172,0.0765024822
45,1.65,44.7937252964,22.6435494912,0.205477194,20.6109189723,10.5025586323,0.0953046818
46,1.65,48.5522084123,25.7178129082,0.215508195,21.4631697212,11.0066367443,0.092232587
49,1.65,91.492,17.549869971,0.1109951235,15.17064,5.950301,0.0376330078
50,1.65,62.6522536435,28.9796779601,0.2053025719,16.3763111669,8.8976232679,0.0630339972
51,1.65,66.201,33.0360045859,0.2089380386,12.44556,7.9162261392,0.0500666101
52,1.65,71.892,30.0110868847,0.1898067792,12.58824,6.8927014807,0.0435932718
53,1.65,70.5151909905,28.4967596045,0.1847286998,16.8487204269,7.4717531799,0.0484352351
54,1.65,81.0923769266,25.2129130638,0.1620044677,16.7298212295,7.1024864652,0.0456367154
55,1.65,46.4590630473,25.9023363168,0.2212662946,22.4428633975,11.85860972,0.101300153
56,1.65,52.4300909085,28.0391534816,0.2049002029,16.9303641995,9.4447334649,0.0690187671
57,1.65,34.4645280804,15.2747149033,0.1962494637,39.8818091779,14.5516768792,0.1869598746
58,1.65,41.7687152366,22.4084107851,0.2139770203,26.0169599708,12.5755085861,0.1200830296
59,1.65,40.7514542666,20.2319988934,0.2066858329,28.0094969735,12.4817384276,0.1275108068
60,1.65,42.9489973845,20.6140873395,0.2169543372,33.776805494,14.1217852513,0.1486256708
61,1.65,65.6243626843,28.0543807092,0.1803776614,15.6128978917,7.0925528949,0.0456020797
62,1.65,43.8445079624,21.9742154537,0.1985793038,20.5325438955,10.3466036715,0.0935014657
63,1.65,44.6160242842,22.5786667295,0.1963139675,20.7930904143,10.2362133693,0.089000457
65,1.65,63.3528226989,28.8870774888,0.2118331077,15.8051193805,8.8150914583,0.0646423377
66,1.65,41.1318134351,19.2971196557,0.2035339212,32.8127711648,13.4270168212,0.1416197563
67,1.65,53.2387605994,27.4067664466,0.2001453857,16.3485680764,9.1952138481,0.0671505566
68,1.65,46.0194507119,23.1265350778,0.203989736,21.0115148214,10.6505658027,0.0939442981
69,1.65,42.5850529639,20.2778567132,0.1837830274,19.6924593396,9.7032889768,0.0879432106
2,1.7,81.3084705882,26.7992359329,0.1694932502,16.79368,6.5382376875,0.041351446
3,1.7,43.7030454052,19.7305885729,0.2115949252,42.6656699252,16.2520157638,0.1742899887
4,1.7,44.2594223092,18.428981047,0.2055674456,49.6650491477,17.7205588185,0.1976652969
5,1.7,44.0554822359,19.0412795929,0.209396604,46.5564155279,17.028800244,0.1872654054
6,1.7,47.8673946214,23.8833525574,0.2181696774,26.0358811749,12.1651909185,0.1111266005
7,1.7,44.7390264379,21.1718925734,0.2164797085,35.3883951908,14.6912824711,0.1502163558
8,1.7,43.261585091,18.7457535739,0.2070374675,46.504025372,16.9901646533,0.1876478664
9,1.7,44.2595182522,20.3357373333,0.2049623638,28.2925639984,12.2866159747,0.1238358763
10,1.7,41.5314765874,24.1263117872,0.1986057863,17.0490614624,9.961450667,0.082001831
11,1.7,17.3793418156,6.8104937338,0.0864306477,27.6228056048,9.5968888461,0.1217922447
12,1.7,16.8690323375,6.3745424051,0.093875325,31.8818043808,10.3049636452,0.1517570595
13,1.7,16.5279071864,4.615012174,0.0881009918,34.4223760933,10.1788214453,0.1943146043
14,1.7,50.5596014339,27.9221455072,0.181688411,15.105978491,7.4096178107,0.0482141204
15,1.7,53.039064038,22.8129795892,0.2130101523,32.1193548387,11.3262685594,0.1057560316
16,1.7,44.9377799742,9.2645651678,0.1073363701,54.7354362416,11.2548008836,0.130394622
17,1.7,32.1435647242,12.7678237587,0.1734272094,44.8273062731,15.1046189184,0.2051682384
18,1.7,74.7897093307,26.4975884071,0.1820677896,20.1780369199,7.3240196936,0.0503241297
20,1.7,57.354,32.9001319754,0.2080787047,11.461,7.7938795859,0.0492928226
21,1.7,71.488,29.7307052656,0.1880334902,12.04776,6.9697201509,0.0440803807
22,1.7,75.53,28.6856950413,0.1814242652,12.97684,6.9794658545,0.0441420179
24,1.7,53.9613333333,33.7349390073,0.213358488,11.8436,8.4901083056,0.0536961597
26,1.7,44.9435787211,22.5882238552,0.213763362,25.035643919,11.8121825507,0.1117844356
27,1.7,50.4103086227,24.8612735006,0.2136791546,21.3251828322,10.8955111217,0.0936453881
28,1.7,46.4003511853,28.3327789351,0.2167612673,17.7254901961,10.8319878474,0.0828706361
29,1.7,45.2655831621,21.7273560562,0.2099874124,32.8750233514,13.7587116612,0.1329732091
30,1.7,79.196,26.5131880308,0.1676841244,11.79668,6.4142326881,0.0405671695
31,1.7,56.5601744238,29.3428077344,0.2157384438,16.9858911293,9.7139790021,0.0714205243
33,1.7,52.1456601956,25.5723304389,0.2163653188,21.0823251485,10.6901221634,0.0904482169
34,1.7,61.2668300828,27.370838182,0.1998031087,15.8837258872,8.5058809137,0.0620916845
35,1.7,54.2743338008,27.8341384793,0.2084793356,16.7074894811,9.4281273253,0.0706172286
36,1.7,73.0905,32.3973001923,0.2048985173,13.06924,7.8364306813,0.0495619394
37,1.7,48.677115728,28.065112421,0.2103332795,17.5374634914,10.1066376991,0.0757439422
38,1.7,50.4971474168,29.997698957,0.2260455355,18.2881153824,11.1867705967,0.0842971174
39,1.7,50.1539013775,29.8825369163,0.2252800994,18.2109690253,11.0330895087,0.083176857
40,1.7,51.9620106555,23.8883047604,0.1991383636,19.9832522585,9.4487718069,0.0787671195
41,1.7,53.2932665001,29.3975069229,0.2215542843,17.2439509258,10.0868184892,0.0760192984
42,1.7,54.9430591687,30.3023332716,0.2254410757,17.576686777,10.3594727162,0.077071645
43,1.7,52.8640631378,27.4497009021,0.2264167202,22.4106681181,11.5350023953,0.095145569
44,1.7,52.7344581832,29.7526880551,0.2156728137,18.0609531817,10.4284478485,0.0755942685
45,1.7,45.9577772352,23.0482248292,0.2079202939,20.661702474,10.4343678917,0.0941294549
46,1.7,50.4476915689,25.8671313361,0.2142467246,21.6154215545,10.9221334668,0.0904635033
50,1.7,64.6544111125,28.9503611953,0.2049817482,16.6332280543,8.8789385079,0.0628669302
51,1.7,68.487,32.6887722468,0.2067419484,12.62272,7.8175123794,0.0494422895
52,1.7,74.0945,29.4206359508,0.1860724396,12.68932,6.729302931,0.0425598487
53,1.7,73.1488795576,28.0525192637,0.1808786232,16.8511620172,7.226880052,0.0465978867
54,1.7,83.5735242675,24.061598921,0.1540102017,16.7779507559,6.9182573037,0.0442814381
55,1.7,47.8840069035,26.1557429849,0.2218022506,22.5818351791,11.9242098539,0.1011180063
56,1.7,54.7611258074,28.1817449016,0.20510601,17.2229461306,9.3479298542,0.0680339915
57,1.7,36.3435409882,15.5546700065,0.1952588684,40.5346675071,14.5606032897,0.1827802789
58,1.7,43.5064559216,22.902904508,0.2161228491,26.3118432769,12.6324996234,0.119206357
59,1.7,42.5688900618,20.796148595,0.2091676779,28.4098128477,12.6045605517,0.1267766793
60,1.7,45.2061931645,20.9058313846,0.2155011324,34.6718733397,14.2319639802,0.1467056869
61,1.7,68.2270083235,27.9816821597,0.1788816156,15.7581020884,7.0494050225,0.0450655165
62,1.7,45.3092966855,22.2727899705,0.2002579527,20.86087308,10.4109480129,0.0936063752
63,1.7,46.0564967892,22.8714739129,0.1967588767,20.8983866193,10.147000817,0.08729269
65,1.7,64.4015786782,28.8532527435,0.2101993072,15.7626578919,8.7655804122,0.0638582744
